t,acc
1.33,-2.601
1.34,-2.92
1.35,-3.377
1.36,-3.692
1.37,-3.462
1.38,-3.38
1.39,-3.613
1.4,-4.174
1.41,-4.904
1.42,-5.553
1.43,-5.884
1.44,-4.487
1.45,-3.664
1.46,-2.979
1.47,-2.555
1.48,-2.445
1.49,-2.634
1.5,-3.046
1.51,-3.564
1.52,-4.388
1.53,-4.201
1.54,-3.882
1.55,-3.558
1.56,-3.316
1.57,-3.157
1.58,-3.019
1.59,-2.851
1.6,-2.853
1.61,-3.385
1.62,-4.112
1.63,-4.77
1.64,-5.081
1.65,-4.908
1.66,-4.342
1.67,-3.66
1.68,-3.249
1.69,-3.596
1.7,-3.879
1.71,-4.004
1.72,-4.028
1.73,-4.078
1.74,-4.228
1.75,-4.417
1.76,-3.593
1.77,-2.775
1.78,-2.061
1.79,-1.764
1.8,-2.048
1.81,-2.825
1.82,-3.775
1.83,-4.473
1.84,-3.008
1.85,-1.973
1.86,-1.376
1.87,-1.483
1.88,-2.237
1.89,-3.288
1.9,-4.162
1.91,-4.494
1.92,-2.734
1.93,-2.268
1.94,-2.222
1.95,-2.496
1.96,-2.859
1.97,-3.091
1.98,-3.089
1.99,-2.881
2,-1.933
2.01,-1.694
2.02,-1.57
2.03,-1.658
2.04,-2.051
2.05,-2.763
2.06,-3.664
2.07,-4.481
2.08,-3.617
2.09,-2.148
2.1,-0.669
2.11,0.274
2.12,0.259
2.13,-0.827
2.14,-2.707
2.15,-4.796
2.16,-6.393
2.17,-4.871
2.18,-2.99
2.19,-1.384
2.2,-0.506
2.21,-0.467
2.22,-1.045
2.23,-1.826
2.24,-2.37
2.25,-2.06
2.26,-1.967
2.27,-2.322
2.28,-3.129
2.29,-4.144
2.3,-4.962
2.31,-5.186
2.32,-1.778
2.33,-0.455
2.34,0.159
2.35,-0.132
2.36,-1.178
2.37,-2.556
2.38,-3.747
2.39,-4.35
2.4,-2.58
2.41,-1.83
2.42,-1.581
2.43,-1.936
2.44,-2.754
2.45,-3.697
2.46,-4.355
2.47,-4.407
2.48,-1.356
2.49,-0.493
2.5,-0.349
2.51,-0.979
2.52,-2.14
2.53,-3.405
2.54,-4.357
2.55,-4.757
2.56,-3.629
2.57,-3.299
2.58,-3.236
2.59,-3.377
2.6,-3.589
2.61,-3.746
2.62,-3.802
2.63,-3.784
2.64,-3.716
2.65,-3.551
2.66,-3.157
2.67,-2.534
2.68,-1.831
2.69,-1.314
2.7,-1.235
2.71,-1.69
2.72,-3.865
2.73,-3.7
2.74,-2.922
2.75,-1.825
2.76,-0.822
2.77,-0.25
2.78,-0.237
2.79,-0.691
2.8,-2.791
2.81,-3.276
2.82,-3.583
2.83,-3.713
2.84,-3.687
2.85,-3.564
2.86,-3.433
2.87,-3.369
2.88,-3.258
2.89,-2.99
2.9,-2.655
2.91,-2.436
2.92,-2.5
2.93,-2.877
2.94,-3.407
2.95,-3.813
2.96,-2.819
2.97,-2.192
2.98,-1.863
2.99,-1.962
3,-2.443
3.01,-3.136
3.02,-3.849
3.03,-4.436
3.04,-4.981
3.05,-4.774
3.06,-4.421
3.07,-3.965
3.08,-3.442
3.09,-2.872
3.1,-2.265
3.11,-1.649
3.12,-0.599
3.13,-0.818
3.14,-1.324
3.15,-1.987
3.16,-2.648
3.17,-3.179
3.18,-3.524
3.19,-3.704
3.2,-3.899
3.21,-3.976
3.22,-3.999
3.23,-3.853
3.24,-3.426
3.25,-2.674
3.26,-1.698
3.27,-0.753
3.28,-1.091
3.29,-2.424
3.3,-3.846
3.31,-4.886
3.32,-5.233
3.33,-4.85
3.34,-3.956
3.35,-2.896
3.36,-1.186
3.37,-1.298
3.38,-1.658
3.39,-2.183
3.4,-2.78
3.41,-3.334
3.42,-3.728
3.43,-3.882
3.44,-3.187
3.45,-2.873
3.46,-2.616
3.47,-2.396
3.48,-2.166
3.49,-1.891
3.5,-1.57
3.51,-1.234
3.52,-0.856
3.53,-1.204
3.54,-1.847
3.55,-2.704
3.56,-3.601
3.57,-4.313
3.58,-4.648
3.59,-4.525
3.6,-2.543
3.61,-1.941
3.62,-1.521
3.63,-1.249
3.64,-1.08
3.65,-1.01
3.66,-1.076
3.67,-1.318
3.68,-2.491
3.69,-2.579
3.7,-2.371
3.71,-1.933
3.72,-1.401
3.73,-0.927
3.74,-0.619
3.75,-0.539
3.76,-1.874
3.77,-2.75
3.78,-3.613
3.79,-4.225
3.8,-4.385
3.81,-4.043
3.82,-3.354
3.83,-2.621
3.84,-2.382
3.85,-2.727
3.86,-2.827
3.87,-2.504
3.88,-1.793
3.89,-0.917
3.9,-0.165
3.91,0.241
3.92,-0.686
3.93,-1.275
3.94,-1.809
3.95,-2.287
3.96,-2.781
3.97,-3.381
3.98,-4.131
3.99,-4.97
4,-6.023
4.01,-5.371
4.02,-4.377
4.03,-3.4
4.04,-2.797
4.05,-2.75
4.06,-3.165
4.07,-3.718
4.08,-2.932
4.09,-1.716
4.1,-0.458
4.11,0.497
4.12,0.901
4.13,0.659
4.14,-0.174
4.15,-1.408
4.16,-4.543
4.17,-4.519
4.18,-3.852
4.19,-2.76
4.2,-1.588
4.21,-0.7
4.22,-0.363
4.23,-0.68
4.24,-3.983
4.25,-4.838
4.26,-5.092
4.27,-4.676
4.28,-3.74
4.29,-2.619
4.3,-1.713
4.31,-1.329
4.32,-3.216
4.33,-4.058
4.34,-4.63
4.35,-4.89
4.36,-4.893
4.37,-4.714
4.38,-4.391
4.39,-3.929
4.4,-2.021
4.41,-1.463
4.42,-1.045
4.43,-0.764
4.44,-0.606
4.45,-0.584
4.46,-0.752
4.47,-1.168
4.48,-3.316
4.49,-3.734
4.5,-3.747
4.51,-3.407
4.52,-2.92
4.53,-2.543
4.54,-2.462
4.55,-2.7
4.56,-3.585
4.57,-3.367
4.58,-2.869
4.59,-2.218
4.6,-1.554
4.61,-0.981
4.62,-0.576
4.63,-0.411
4.64,-1.888
4.65,-2.853
4.66,-3.725
4.67,-4.298
4.68,-4.518
4.69,-4.517
4.7,-4.546
4.71,-4.813
4.72,-6.224
4.73,-5.994
4.74,-5.192
4.75,-4.041
4.76,-2.92
4.77,-2.166
4.78,-1.923
4.79,-2.095
4.8,-2.753
4.81,-2.608
4.82,-2.388
4.83,-2.23
4.84,-2.213
4.85,-2.338
4.86,-2.545
4.87,-2.754
4.88,-3.002
4.89,-3.031
4.9,-3.12
4.91,-3.296
4.92,-3.531
4.93,-3.759
4.94,-3.92
4.95,-4.009
4.96,-4.65
4.97,-5.123
4.98,-5.505
4.99,-5.519
5,-4.946
5.01,-3.748
5.02,-2.117
5.03,-0.425
5.04,1.501
5.05,0.7
5.06,-0.586
5.07,-2.071
5.08,-3.456
5.09,-4.467
5.1,-4.902
5.11,-4.678
5.12,-1.781
5.13,-1.213
5.14,-1.277
5.15,-1.908
5.16,-2.817
5.17,-3.63
5.18,-4.066
5.19,-4.065
5.2,-3.438
5.21,-3.612
5.22,-3.867
5.23,-3.945
5.24,-3.651
5.25,-2.976
5.26,-2.116
5.27,-1.381
5.28,-1.584
5.29,-2.06
5.3,-2.316
5.31,-2.259
5.32,-2.012
5.33,-1.836
5.34,-1.966
5.35,-2.457
5.36,-3.874
5.37,-3.601
5.38,-3.084
5.39,-2.682
5.4,-2.707
5.41,-3.233
5.42,-4.026
5.43,-4.648
5.44,-2.538
5.45,-0.984
5.46,0.191
5.47,0.569
5.48,0.034
5.49,-1.189
5.5,-2.639
5.51,-3.801
5.52,-3.185
5.53,-2.075
5.54,-1.086
5.55,-0.468
5.56,-0.278
5.57,-0.402
5.58,-0.654
5.59,-0.893
5.6,-1.917
5.61,-2.804
5.62,-4.039
5.63,-5.454
5.64,-6.758
5.65,-7.615
5.66,-7.751
5.67,-7.054
5.68,-2.112
5.69,-0.911
5.7,-0.469
5.71,-0.711
5.72,-1.27
5.73,-1.645
5.74,-1.427
5.75,-0.487
5.76,3.723
5.77,4.316
5.78,4.271
5.79,3.724
5.8,2.844
5.81,1.72
5.82,0.349
5.83,-1.277
5.84,-6.286
5.85,-7.174
5.86,-7.411
5.87,-7.07
5.88,-6.339
5.89,-5.425
5.9,-4.494
5.91,-3.658
5.92,-2.474
5.93,-2.549
5.94,-2.62
5.95,-2.402
5.96,-1.657
5.97,-0.345
5.98,1.314
5.99,2.895
6,3.673
6.01,2.598
6.02,1.316
6.03,0.08
6.04,-1.026
6.05,-2.032
6.06,-2.969
6.07,-3.781
6.08,-4.377
6.09,-4.121
6.1,-4.038
6.11,-4.317
6.12,-4.93
6.13,-5.624
6.14,-6.06
6.15,-5.994
6.16,-3.43
6.17,-2.592
6.18,-2.085
6.19,-1.966
6.2,-2.23
6.21,-2.815
6.22,-3.568
6.23,-4.204
6.24,-2.198
6.25,-0.115
6.26,1.954
6.27,3.357
6.28,3.668
6.29,2.879
6.3,1.379
6.31,-0.256
6.32,-2.644
6.33,-2.739
6.34,-2.743
6.35,-2.645
6.36,-2.343
6.37,-1.803
6.38,-1.167
6.39,-0.737
6.4,-2.641
6.41,-3.812
6.42,-4.591
6.43,-4.732
6.44,-4.279
6.45,-3.501
6.46,-2.73
6.47,-2.187
6.48,-1.863
6.49,-1.986
6.5,-2.267
6.51,-2.744
6.52,-3.345
6.53,-3.87
6.54,-4.079
6.55,-3.828
6.56,-1.743
6.57,-1.585
6.58,-1.996
6.59,-2.885
6.6,-4.027
6.61,-5.152
6.62,-6.03
6.63,-6.519
6.64,-5.829
6.65,-5.382
6.66,-5.109
6.67,-5.018
6.68,-4.936
6.69,-4.576
6.7,-3.688
6.71,-2.228
6.72,2.233
6.73,2.331
6.74,1.517
6.75,0.08
6.76,-1.571
6.77,-3.085
6.78,-4.272
6.79,-5.087
6.8,-5.355
6.81,-4.683
6.82,-3.728
6.83,-2.696
6.84,-1.842
6.85,-1.369
6.86,-1.356
6.87,-1.731
6.88,-3.086
6.89,-2.812
6.9,-1.9
6.91,-0.387
6.92,1.458
6.93,3.156
6.94,4.141
6.95,3.97
6.96,-2.434
6.97,-4.582
6.98,-5.747
6.99,-5.833
7,-5.133
7.01,-4.129
7.02,-3.234
7.03,-2.622
7.04,-1.637
7.05,-1.504
7.06,-1.742
7.07,-2.5
7.08,-3.692
7.09,-4.976
7.1,-5.883
7.11,-6.06
7.12,-3.383
7.13,-2.915
7.14,-3.189
7.15,-4.021
7.16,-4.938
7.17,-5.403
7.18,-5.07
7.19,-3.916
7.2,1.102
7.21,2.12
7.22,2.587
7.23,2.579
7.24,2.215
7.25,1.634
7.26,1
7.27,0.505
7.28,0.951
7.29,1.331
7.3,1.312
7.31,0.708
7.32,-0.369
7.33,-1.53
7.34,-2.299
7.35,-2.38
7.36,-0.402
7.37,-0.313
7.38,-0.697
7.39,-1.222
7.4,-1.491
7.41,-1.303
7.42,-0.773
7.43,-0.26
7.44,-1.61
7.45,-2.858
7.46,-4.08
7.47,-5.098
7.48,-5.853
7.49,-6.33
7.5,-6.472
7.51,-6.175
7.52,-2.823
7.53,-1.73
7.54,-1.2
7.55,-1.313
7.56,-1.869
7.57,-2.491
7.58,-2.819
7.59,-2.692
7.6,-1.151
7.61,-0.975
7.62,-0.993
7.63,-0.998
7.64,-0.776
7.65,-0.214
7.66,0.657
7.67,1.687
7.68,3.636
7.69,3.27
7.7,2.194
7.71,0.433
7.72,-1.83
7.73,-4.254
7.74,-6.406
7.75,-7.885
7.76,-6.887
7.77,-5.249
7.78,-3.438
7.79,-1.69
7.8,-0.151
7.81,1.089
7.82,1.967
7.83,2.436
7.84,1.743
7.85,1.298
7.86,1.042
7.87,1.023
7.88,1.141
7.89,1.178
7.9,0.903
7.91,0.184
7.92,-3.594
7.93,-4.666
7.94,-5.442
7.95,-5.993
7.96,-6.438
7.97,-6.833
7.98,-7.117
7.99,-7.139
8,-4.93
8.01,-3.877
8.02,-3.029
8.03,-2.458
8.04,-2.075
8.05,-1.715
8.06,-1.269
8.07,-0.767
8.08,-0.31
8.09,-0.633
8.1,-0.989
8.11,-1.262
8.12,-1.479
8.13,-1.791
8.14,-2.353
8.15,-3.186
8.16,-4.89
8.17,-4.309
8.18,-3.164
8.19,-1.801
8.2,-0.642
8.21,-0.02
8.22,-0.071
8.23,-0.721
8.24,-3.642
8.25,-4.011
8.26,-3.819
8.27,-3.127
8.28,-2.143
8.29,-1.158
8.3,-0.437
8.31,-0.098
8.32,0.115
8.33,0.576
8.34,1.128
8.35,1.363
8.36,0.844
8.37,-0.647
8.38,-2.936
8.39,-5.464
8.4,-7.82
8.41,-6.039
8.42,-3.541
8.43,-0.967
8.44,1.155
8.45,2.535
8.46,3.121
8.47,3.007
8.48,0.059
8.49,-1.139
8.5,-2.046
8.51,-2.467
8.52,-2.356
8.53,-1.855
8.54,-1.257
8.55,-0.886
8.56,-2.406
8.57,-3.287
8.58,-3.859
8.59,-3.895
8.6,-3.331
8.61,-2.276
8.62,-0.978
8.63,0.238
8.64,0.753
8.65,-0.314
8.66,-1.689
8.67,-3.046
8.68,-4.108
8.69,-4.732
8.7,-4.934
8.71,-4.839
8.72,-3.896
8.73,-3.349
8.74,-2.602
8.75,-1.721
8.76,-0.891
8.77,-0.351
8.78,-0.275
8.79,-0.667
8.8,-1.937
8.81,-1.277
8.82,0.137
8.83,2.078
8.84,4.116
8.85,5.721
8.86,6.38
8.87,5.723
8.88,-3.812
8.89,-7.872
8.9,-11.075
8.91,-12.746
8.92,-12.571
8.93,-10.704
8.94,-7.721
8.95,-4.432
8.96,0.9
8.97,0.709
8.98,0.052
8.99,-0.662
9,-1.204
9.01,-1.579
9.02,-1.944
9.03,-2.468
9.04,-4.579
9.05,-4.78
9.06,-4.501
9.07,-3.849
9.08,-3.043
9.09,-2.297
9.1,-1.714
9.11,-1.275
9.12,-0.353
9.13,-0.356
9.14,-0.662
9.15,-1.206
9.16,-1.77
9.17,-2.067
9.18,-1.879
9.19,-1.177
9.2,1.717
9.21,2.087
9.22,2.039
9.23,1.709
9.24,1.263
9.25,0.817
9.26,0.404
9.27,-0.005
9.28,-1.465
9.29,-1.987
9.3,-2.491
9.31,-2.977
9.32,-3.441
9.33,-3.845
9.34,-4.112
9.35,-4.152
9.36,-2.94
9.37,-2.522
9.38,-2.322
9.39,-2.289
9.4,-2.21
9.41,-1.814
9.42,-0.936
9.43,0.344
9.44,2.567
9.45,1.616
9.46,-0.029
9.47,-1.807
9.48,-3.128
9.49,-3.641
9.5,-3.394
9.51,-2.795
9.52,-3.505
9.53,-4.801
9.54,-5.994
9.55,-6.631
9.56,-6.521
9.57,-5.806
9.58,-4.853
9.59,-4.046
9.6,-3.258
9.61,-2.887
9.62,-2.191
9.63,-1.303
9.64,-0.527
9.65,-0.176
9.66,-0.416
9.67,-1.179
9.68,-3.575
9.69,-3.485
9.7,-2.883
9.71,-2.014
9.72,-1.228
9.73,-0.876
9.74,-1.185
9.75,-2.177
9.76,-6.331
9.77,-6.808
9.78,-6.515
9.79,-5.635
9.8,-4.53
9.81,-3.585
9.82,-3.044
9.83,-2.922
9.84,-2.486
9.85,-1.417
9.86,0.142
9.87,1.856
9.88,3.246
9.89,3.859
9.9,3.423
9.91,1.954
9.92,-5.215
9.93,-7.252
9.94,-8.774
9.95,-9.727
9.96,-10.032
9.97,-9.563
9.98,-8.229
9.99,-6.131
10,0.013
10.01,0.233
10.02,-0.636
10.03,-2.095
10.04,-3.5
10.05,-4.377
10.06,-4.633
10.07,-4.523
10.08,-4.866
10.09,-4.979
10.1,-4.555
10.11,-3.467
10.12,-1.935
10.13,-0.436
10.14,0.524
10.15,0.652
10.16,-2.258
10.17,-3.002
10.18,-3.2
10.19,-2.928
10.2,-2.441
10.21,-2.051
10.22,-1.998
10.23,-2.371
10.24,-4.465
10.25,-4.641
10.26,-4.328
10.27,-3.64
10.28,-2.812
10.29,-2.091
10.3,-1.624
10.31,-1.411
10.32,-1.086
10.33,-0.936
10.34,-0.972
10.35,-1.375
10.36,-2.214
10.37,-3.369
10.38,-4.543
10.39,-5.368
10.4,-4.002
10.41,-2.828
10.42,-1.926
10.43,-1.563
10.44,-1.754
10.45,-2.287
10.46,-2.853
10.47,-3.207
10.48,-2.899
10.49,-2.667
10.5,-2.404
10.51,-2.043
10.52,-1.586
10.53,-1.165
10.54,-1.004
10.55,-1.284
10.56,-3.625
10.57,-3.808
10.58,-3.338
10.59,-2.376
10.6,-1.273
10.61,-0.384
10.62,0.102
10.63,0.232
10.64,0.716
10.65,1.39
10.66,2.23
10.67,3.044
10.68,3.629
10.69,3.813
10.7,3.468
10.71,2.537
10.72,-2.613
10.73,-4.158
10.74,-5.083
10.75,-5.274
10.76,-4.863
10.77,-4.187
10.78,-3.638
10.79,-3.487
10.8,-4.359
10.81,-3.984
10.82,-2.955
10.83,-1.483
10.84,0.012
10.85,1.089
10.86,1.481
10.87,1.187
10.88,-1.324
10.89,-2.046
10.9,-2.74
10.91,-3.548
10.92,-4.531
10.93,-5.601
10.94,-6.526
10.95,-7.027
10.96,-4.973
10.97,-3.7
10.98,-2.68
10.99,-2.105
11,-1.93
11.01,-1.909
11.02,-1.733
11.03,-1.203
11.04,1.476
11.05,1.926
11.06,1.966
11.07,1.694
11.08,1.241
11.09,0.681
11.1,0.019
11.11,-0.729
11.12,-2.268
11.13,-2.195
11.14,-2.038
11.15,-2.132
11.16,-2.732
11.17,-3.826
11.18,-5.101
11.19,-6.088
11.2,-4.678
11.21,-3.093
11.22,-1.416
11.23,0.138
11.24,1.407
11.25,2.195
11.26,2.254
11.27,1.381
11.28,-5.166
11.29,-6.816
11.3,-7.278
11.31,-6.475
11.32,-4.734
11.33,-2.609
11.34,-0.65
11.35,0.794
11.36,1.914
11.37,1.739
11.38,1.522
11.39,1.288
11.4,0.971
11.41,0.447
11.42,-0.404
11.43,-1.609
11.44,-5.214
11.45,-5.376
11.46,-4.822
11.47,-3.803
11.48,-2.702
11.49,-1.834
11.5,-1.293
11.51,-0.934
11.52,0.862
11.53,1.473
11.54,1.65
11.55,1.28
11.56,0.522
11.57,-0.26
11.58,-0.699
11.59,-0.623
11.6,0.875
11.61,0.965
11.62,0.786
11.63,0.489
11.64,0.167
11.65,-0.234
11.66,-0.862
11.67,-1.803
11.68,-4.249
11.69,-3.729
11.7,-2.394
11.71,-0.649
11.72,0.948
11.73,1.967
11.74,2.3
11.75,2.166
11.76,1.92
11.77,1.954
11.78,1.707
11.79,1.111
11.8,0.345
11.81,-0.266
11.82,-0.454
11.83,-0.194
11.84,0.268
11.85,-0.652
11.86,-2.083
11.87,-3.716
11.88,-5.21
11.89,-6.301
11.9,-6.826
11.91,-6.708
11.92,-2.673
11.93,-0.616
11.94,1.313
11.95,2.813
11.96,3.704
11.97,3.964
11.98,3.704
11.99,3.101
12,0.998
12.01,0.736
12.02,0.902
12.03,1.498
12.04,2.387
12.05,3.327
12.06,4.062
12.07,4.42
12.08,3.142
12.09,1.961
12.1,0.275
12.11,-1.948
12.12,-4.523
12.13,-6.989
12.14,-8.711
12.15,-9.107
12.16,-1.976
12.17,1.295
12.18,3.719
12.19,4.841
12.2,4.619
12.21,3.366
12.22,1.584
12.23,-0.22
12.24,-2.904
12.25,-2.72
12.26,-2.126
12.27,-1.231
12.28,-0.159
12.29,0.935
12.3,1.857
12.31,2.404
12.32,0.827
12.33,-0.471
12.34,-1.773
12.35,-2.852
12.36,-3.567
12.37,-3.871
12.38,-3.779
12.39,-3.34
12.4,-0.869
12.41,-0.169
12.42,0.201
12.43,0.199
12.44,-0.079
12.45,-0.433
12.46,-0.645
12.47,-0.587
12.48,0.493
12.49,0.64
12.5,0.588
12.51,0.442
12.52,0.339
12.53,0.343
12.54,0.386
12.55,0.271
12.56,-2.992
12.57,-5.017
12.58,-7.045
12.59,-8.676
12.6,-9.62
12.61,-9.794
12.62,-9.356
12.63,-8.632
12.64,-7.813
12.65,-8.235
12.66,-8.697
12.67,-8.927
12.68,-8.751
12.69,-8.166
12.7,-7.343
12.71,-6.558
12.72,-6.424
12.73,-6.935
12.74,-7.225
12.75,-6.978
12.76,-6.082
12.77,-4.724
12.78,-3.353
12.79,-2.52
12.8,-5.762
12.81,-7.817
12.82,-9.315
12.83,-9.767
12.84,-9.056
12.85,-7.438
12.86,-5.386
12.87,-3.372
12.88,0.421
12.89,0.967
12.9,1.205
12.91,1.133
12.92,0.823
12.93,0.482
12.94,0.409
12.95,0.853
12.96,4.424
12.97,5.152
12.98,5.15
12.99,4.464
13,3.324
13.01,1.977
13.02,0.549
13.03,-0.963
13.04,-5.696
13.05,-6.644
13.06,-6.878
13.07,-6.405
13.08,-5.454
13.09,-4.34
13.1,-3.31
13.11,-2.453
13.12,-0.622
13.13,-0.339
13.14,-0.31
13.15,-0.437
13.16,-0.495
13.17,-0.261
13.18,0.294
13.19,0.925
13.2,-0.632
13.21,-2.511
13.22,-4.344
13.23,-5.533
13.24,-5.755
13.25,-5.075
13.26,-3.864
13.27,-2.565
13.28,-0.192
13.29,0.101
13.3,0.101
13.31,-0.333
13.32,-1.278
13.33,-2.613
13.34,-4.005
13.35,-5.04
13.36,-4.725
13.37,-4.422
13.38,-4.665
13.39,-5.483
13.4,-6.558
13.41,-7.391
13.42,-7.585
13.43,-7.054
13.44,-4.448
13.45,-4.262
13.46,-4.247
13.47,-3.953
13.48,-3.007
13.49,-1.325
13.5,0.822
13.51,2.928
13.52,4.603
13.53,3.248
13.54,1.303
13.55,-0.83
13.56,-2.723
13.57,-3.998
13.58,-4.403
13.59,-3.895
13.6,0.202
13.61,1.104
13.62,1.462
13.63,1.435
13.64,1.299
13.65,1.292
13.66,1.514
13.67,1.942
13.68,3.917
13.69,4.794
13.7,5.734
13.71,6.593
13.72,7.192
13.73,7.397
13.74,7.178
13.75,6.591
13.76,3.415
13.77,2.114
13.78,0.952
13.79,0.233
13.8,0.258
13.81,1.167
13.82,2.814
13.83,4.755
13.84,6.649
13.85,5.022
13.86,2.626
13.87,0.063
13.88,-2.035
13.89,-3.195
13.9,-3.22
13.91,-2.231
13.92,2.559
13.93,3.387
13.94,3.637
13.95,3.561
13.96,3.523
13.97,3.825
13.98,4.563
13.99,5.565
14,6.124
14.01,4.473
14.02,2.024
14.03,-0.724
14.04,-3.164
14.05,-4.8
14.06,-5.432
14.07,-5.233
14.08,-4.251
14.09,-4.751
14.1,-5.394
14.11,-5.735
14.12,-5.474
14.13,-4.637
14.14,-3.594
14.15,-2.892
14.16,-6.129
14.17,-8.676
14.18,-11.342
14.19,-13.756
14.2,-15.619
14.21,-16.668
14.22,-16.653
14.23,-15.39
14.24,-5.643
14.25,-2.264
14.26,0.034
14.27,0.902
14.28,0.421
14.29,-0.953
14.3,-2.553
14.31,-3.709
14.32,-0.504
14.33,2.795
14.34,6.496
14.35,9.84
14.36,12.073
14.37,12.704
14.38,11.713
14.39,9.594
14.4,4.439
14.41,4.639
14.42,5.49
14.43,6.429
14.44,6.997
14.45,6.985
14.46,6.408
14.47,5.375
14.48,0.406
14.49,-1.479
14.5,-3.105
14.51,-4.263
14.52,-4.926
14.53,-5.284
14.54,-5.644
14.55,-6.248
14.56,-8.837
14.57,-9.132
14.58,-8.921
14.59,-8.31
14.6,-7.447
14.61,-6.417
14.62,-5.221
14.63,-3.843
14.64,0.174
14.65,0.785
14.66,0.852
14.67,0.436
14.68,-0.395
14.69,-1.643
14.7,-3.364
14.71,-5.533
14.72,-11.256
14.73,-11.311
14.74,-10.244
14.75,-8.585
14.76,-7.079
14.77,-6.303
14.78,-6.375
14.79,-6.909
14.8,-5.838
14.81,-4.405
14.82,-3.32
14.83,-3.199
14.84,-4.315
14.85,-6.502
14.86,-9.26
14.87,-11.943
14.88,-14.288
14.89,-12.428
14.9,-9.583
14.91,-6.404
14.92,-3.693
14.93,-2.145
14.94,-2.067
14.95,-3.235
14.96,-7.01
14.97,-6.564
14.98,-5.453
14.99,-4.304
15,-3.67
15.01,-3.755
15.02,-4.343
15.03,-4.954
15.04,-3.736
15.05,-2.851
15.06,-2.506
15.07,-2.964
15.08,-4.08
15.09,-5.341
15.1,-6.1
15.11,-5.912
15.12,-1.725
15.13,-1.017
15.14,-1.064
15.15,-1.36
15.16,-1.118
15.17,0.285
15.18,2.917
15.19,6.182
15.2,10.528
15.21,8.854
15.22,6.357
15.23,3.848
15.24,1.895
15.25,0.681
15.26,0.11
15.27,0.026
15.28,2.93
15.29,5.179
15.3,7.824
15.31,10.463
15.32,12.67
15.33,14.119
15.34,14.623
15.35,14.104
15.36,6.774
15.37,3.136
15.38,-0.355
15.39,-3.184
15.4,-5.02
15.41,-5.839
15.42,-5.904
15.43,-5.606
15.44,-4.226
15.45,-3.086
15.46,-1.279
15.47,1.034
15.48,3.378
15.49,5.146
15.5,5.868
15.51,5.44
15.52,1.693
15.53,1.469
15.54,2.02
15.55,2.945
15.56,3.68
15.57,3.754
15.58,2.987
15.59,1.526
15.6,-3.4
15.61,-4.453
15.62,-5.253
15.63,-5.912
15.64,-6.409
15.65,-6.534
15.66,-5.974
15.67,-4.503
15.68,2.807
15.69,3.952
15.7,3.507
15.71,1.621
15.72,-1.011
15.73,-3.469
15.74,-5.055
15.75,-5.613
15.76,-5.79
15.77,-6.44
15.78,-6.915
15.79,-6.677
15.8,-5.559
15.81,-3.922
15.82,-2.41
15.83,-1.479
15.84,1.238
15.85,4.247
15.86,8.302
15.87,12.458
15.88,15.66
15.89,17.264
15.9,17.266
15.91,16.114
15.92,9.476
15.93,6.554
15.94,3.711
